Código;Nome;  Preço (BRL)  
7191;Max Cooler; R$ 199.486,00 
7192;Flex Mouse; R$ 15.250,00 
7193;Econômico Sofá; R$ 56.982,00 
7194;Ultra Fogão; R$ 23.339,00 
7195;Active Cabo; R$ 39.056,00 
7196;Turbo Hub; R$ 54.873,00 
7197;Smart Processador; R$ 175.675,00 
7198;Rústico Bateria; R$ 156.021,00 
7199;Flex Cabo; R$ 106.574,00 
7200;Rústico Cooler; R$ 156.475,00 
7201;Light Régua; R$ 83.921,00 
7202;Flex Mochila; R$ 71.537,00 
7203;Classic Caneta; R$ 162.702,00 
7204;Compacto Régua; R$ 154.415,00 
7205;Moderno Estojo; R$ 192.839,00 
7206;Turbo Liquidificador; R$ 36.577,00 
7207;Turbo Almofada; R$ 44.939,00 
7208;Smart Livro; R$ 133.691,00 
7209;Premium Panela; R$ 95.996,00 
7210;Portátil Camera; R$ 78.004,00 
7211;Moderno Livro; R$ 91.127,00 
7212;Light Mochila; R$ 152.447,00 
7213;Elegante Teclado Mecânico; R$ 68.539,00 
7214;Light HD; R$ 165.075,00 
7215;Smart Faca; R$ 3.268,00 
7216;Strong Fogão; R$ 155.926,00 
7217;Turbo Hub; R$ 117.037,00 
7218;Compacto Microfone; R$ 193.744,00 
7219;Classic Joystick; R$ 151.318,00 
7220;Light Suporte; R$ 19.409,00 
7221;Max Tela; R$ 49.737,00 
7222;Compacto Camera; R$ 90.063,00 
7223;Avançado Fogão; R$ 124.224,00 
7224;Eco Adaptador; R$ 66.182,00 
7225;Light Controle; R$ 80.162,00 
7226;Classic Camiseta; R$ 6.003,00 
7227;Mini Liquidificador; R$ 18.785,00 
7228;Ultra Filtro; R$ 3.665,00 
7229;Active Placa-Mãe; R$ 10.294,00 
7230;Compacto Tela; R$ 115.887,00 
7231;Classic SSD; R$ 87.887,00 
7232;Mini Liquidificador; R$ 66.673,00 
7233;Max Ferramenta; R$ 177.144,00 
7234;Active Livro; R$ 99.227,00 
7235;Light Estojo; R$ 79.845,00 
7236;Classic Teclado Mecânico; R$ 101.113,00 
7237;Portátil Ferramenta; R$ 141.886,00 
7238;Premium Fone; R$ 40.577,00 
7239;Flex Batedeira; R$ 132.482,00 
7240;Avançado Memória; R$ 153.553,00 
7241;Pro Cartucho; R$ 170.902,00 
7242;Premium Roteador; R$ 2.729,00 
7243;Ultra Adaptador; R$ 18.900,00 
7244;Ultra Calculadora; R$ 145.846,00 
7245;Moderno Camiseta; R$ 93.966,00 
7246;Flex Calculadora; R$ 154.616,00 
7247;Turbo Carregador; R$ 174.822,00 
7248;Moderno Livro; R$ 33.293,00 
7249;Ultra Teclado Mecânico; R$ 89.531,00 
7250;Flex Impressora; R$ 54.875,00 
7251;Rústico Lâmpada; R$ 48.379,00 
7252;Premium Roteador; R$ 108.264,00 
7253;Portátil Camiseta; R$ 180.987,00 
7254;Strong Ferramenta Elétrica; R$ 29.775,00 
7255;Max Ferramenta; R$ 174.183,00 
7256;Compacto Estojo; R$ 90.423,00 
7257;Avançado Caneca; R$ 170.331,00 
7258;Smart Suporte; R$ 7.096,00 
7259;Flex Impressora; R$ 138.077,00 
7260;Rústico Joystick; R$ 47.052,00 
7261;Flex Faca; R$ 130.461,00 
7262;Rústico Calculadora; R$ 129.896,00 
7263;Moderno Cobertor; R$ 53.669,00 
7264;Turbo Fogão; R$ 5.418,00 
7265;Elegante Lâmpada; R$ 164.682,00 
7266;Rústico Caneta; R$ 124.164,00 
7267;Ultra Controle; R$ 132.619,00 
7268;Rústico Mouse; R$ 179.768,00 
7269;Strong Mesa; R$ 48.392,00 
7270;Pro Fone; R$ 63.925,00 
7271;Light Cartucho; R$ 54.428,00 
7272;Portátil Caderno; R$ 169.526,00 
7273;Pro Ferramenta Elétrica; R$ 160.723,00 
7274;Elegante Hub; R$ 12.607,00 
7275;Portátil Agenda; R$ 12.325,00 
7276;Portátil Calculadora; R$ 199.093,00 
7277;Classic Carregador; R$ 52.277,00 
7278;Turbo Suporte; R$ 177.581,00 
7279;Econômico Roteador; R$ 153.047,00 
7280;Active Capa; R$ 60.658,00 
7281;Strong Sensor; R$ 8.515,00 
7282;Turbo Sensor; R$ 105.268,00 
7283;Pro Ferramenta Elétrica; R$ 140.669,00 
7284;Strong Adaptador; R$ 17.803,00 
7285;Turbo HD; R$ 124.209,00 
7286;Flex Suporte; R$ 191.566,00 
7287;Smart Panela; R$ 127.435,00 
7288;Ultra HD; R$ 9.829,00 
7289;Classic Fone; R$ 142.578,00 
7290;Elegante Carregador; R$ 80.413,00 
7291;Strong Suporte; R$ 177.731,00 
7292;Econômico Camiseta; R$ 16.822,00 
7293;Eco Gabinete; R$ 187.649,00 
7294;Eco Cobertor; R$ 35.233,00 
7295;Strong Fita; R$ 33.529,00 
7296;Max Impressora; R$ 88.119,00 
7297;Light Mochila; R$ 93.337,00 
7298;Ultra Mouse; R$ 22.731,00 
7299;Econômico Lâmpada; R$ 89.363,00 
7300;Turbo SSD; R$ 91.492,00 
7301;Smart Camiseta; R$ 96.344,00 
7302;Elegante Processador; R$ 188.599,00 
7303;Active Mouse; R$ 17.473,00 
7304;Max Gabinete; R$ 177.903,00 
7305;Compacto Camera; R$ 24.957,00 
7306;Max Caixa; R$ 176.705,00 
7307;Mini Cabo; R$ 31.793,00 
7308;Strong Batedeira; R$ 14.824,00 
7309;Mini Ferramenta; R$ 4.272,00 
7310;Max Cooler; R$ 186.514,00 
7311;Premium Estojo; R$ 169.026,00 
7312;Compacto Monitor; R$ 47.292,00 
7313;Avançado Almofada; R$ 105.744,00 
7314;Light Camera; R$ 99.301,00 
7315;Premium Caneca; R$ 1.308,00 
7316;Moderno Camera; R$ 450,00 
7317;Light Placa; R$ 128.141,00 
7318;Portátil Cadeira; R$ 43.492,00 
7319;Light Joystick; R$ 15.536,00 
7320;Portátil Suporte; R$ 138.322,00 
7321;Pro Batedeira; R$ 23.915,00 
7322;Smart Mesa; R$ 85.319,00 
7323;Pro Ferramenta; R$ 173.492,00 
7324;Rústico Monitor; R$ 143.805,00 
7325;Portátil Carregador; R$ 85.127,00 
7326;Ultra Processador; R$ 62.487,00 
7327;Elegante Parafuso; R$ 135.028,00 
7328;Flex Calculadora; R$ 79.724,00 
7329;Ultra Mesa; R$ 145.013,00 
7330;Flex Liquidificador; R$ 104.782,00 
7331;Light Memória; R$ 115.647,00 
7332;Portátil Carregador; R$ 146.591,00 
7333;Flex Ferramenta; R$ 96.163,00 
7334;Strong Processador; R$ 184.545,00 
7335;Light Fita; R$ 34.872,00 
7336;Compacto Cartucho; R$ 147.441,00 
7337;Max Cadeira; R$ 10.069,00 
7338;Moderno Caneca; R$ 36.441,00 
7339;Elegante Régua; R$ 93.156,00 
7340;Eco Mochila; R$ 194.743,00 
7341;Max Cartucho; R$ 126.184,00 
7342;Mini Almofada; R$ 25.629,00 
7343;Strong Liquidificador; R$ 9.906,00 
7344;Active Mesa; R$ 130.624,00 
7345;Strong Mochila; R$ 178.009,00 
7346;Ultra Carregador; R$ 110.633,00 
7347;Flex Impressora; R$ 88.272,00 
7348;Strong Calculadora; R$ 197.386,00 
7349;Pro PenDrive; R$ 91.441,00 
7350;Rústico Estojo; R$ 78.788,00 
7351;Econômico Batedeira; R$ 88.902,00 
7352;Avançado Parafuso; R$ 127.753,00 
7353;Eco Panela; R$ 104.003,00 
7354;Active Teclado Mecânico; R$ 11.437,00 
7355;Elegante SSD; R$ 9.232,00 
7356;Ultra Caneta; R$ 28.618,00 
7357;Elegante Calculadora; R$ 91.492,00 
7358;Eco Hub; R$ 74.435,00 
7359;Turbo Camiseta; R$ 3.492,00 
7360;Classic Ferramenta Elétrica; R$ 191.342,00 
7361;Mini Caneca; R$ 199.318,00 
7362;Strong Roteador; R$ 119.732,00 
7363;Pro Mochila; R$ 11.505,00 
7364;Light Caneta; R$ 199.514,00 
7365;Moderno Livro; R$ 157.136,00 
7366;Avançado Joystick; R$ 38.227,00 
7367;Active Fita; R$ 151.813,00 
7368;Mini Mochila; R$ 44.929,00 
7369;Turbo Ferramenta; R$ 88.574,00 
7370;Eco Agenda; R$ 50.601,00 
7371;Econômico Cabo; R$ 54.242,00 
7372;Premium SSD; R$ 199.127,00 
7373;Turbo Cobertor; R$ 95.927,00 
7374;Compacto Parafuso; R$ 174.458,00 
7375;Econômico Filtro; R$ 151.344,00 
7376;Eco PenDrive; R$ 192.831,00 
7377;Pro Livro; R$ 69.499,00 
7378;Premium Processador; R$ 6.328,00 
7379;Strong Cartucho; R$ 198.378,00 
7380;Flex Gabinete; R$ 171.569,00 
7381;Avançado Régua; R$ 189.751,00 
7382;Pro Teclado Mecânico; R$ 111.695,00 
7383;Moderno Tela; R$ 165.416,00 
7385;Econômico Tela; R$ 8.920,00 
7386;Ultra Estojo; R$ 156.546,00 
7387;Moderno Fogão; R$ 193.605,00 
7388;Rústico Gabinete; R$ 90.463,00 
7389;Smart Cobertor; R$ 5.689,00 
7390;Ultra Camiseta; R$ 91.514,00 
7391;Classic HD; R$ 130.805,00 
7392;Econômico Monitor; R$ 19.504,00 
7393;Rústico Cadeira; R$ 121.341,00 
7394;Elegante Camiseta; R$ 165.427,00 
7395;Mini Tela; R$ 23.835,00 
7396;Max Parafuso; R$ 1.989,00 
7397;Mini Filtro; R$ 169.634,00 
7398;Moderno Mouse; R$ 180.397,00 
7399;Light HD; R$ 59.898,00 
7400;Smart Processador; R$ 49.136,00 
7401;Pro Lâmpada; R$ 3.969,00 
7402;Pro PenDrive; R$ 80.349,00 
7403;Max Filtro; R$ 59.549,00 
7404;Strong Cabo; R$ 70.081,00 
7405;Ultra Fone; R$ 197.549,00 
7406;Max Caixa; R$ 171.121,00 
7407;Turbo PenDrive; R$ 192.218,00 
7408;Portátil Caderno; R$ 49.343,00 
7409;Eco Faca; R$ 139.025,00 
7410;Light Livro; R$ 147.676,00 
7411;Smart Carregador; R$ 145.025,00 
7412;Ultra Estojo; R$ 35.379,00 
7413;Classic Caixa; R$ 146.687,00 
7414;Pro Agenda; R$ 7.096,00 
7415;Smart Sensor; R$ 32.519,00 
7416;Smart Processador; R$ 189.614,00 
7417;Moderno Caixa; R$ 139.772,00 
7418;Turbo Microfone; R$ 90.505,00 
7419;Moderno Fone; R$ 153.968,00 
7420;Eco Memória; R$ 119.354,00 
7421;Max Placa-Mãe; R$ 5.880,00 
7422;Light Caixa; R$ 117.958,00 
7423;Active Tela; R$ 121.257,00 
7424;Active Parafuso; R$ 16.989,00 
7425;Flex Teclado; R$ 152.711,00 
7426;Pro Camera; R$ 151.436,00 
7427;Ultra Fone; R$ 94.509,00 
7428;Smart Calculadora; R$ 46.878,00 
7429;Mini Cabo; R$ 140.724,00 
7430;Premium Régua; R$ 96.277,00 
7431;Eco Fone; R$ 72.395,00 
7432;Flex Controle; R$ 106.805,00 
7433;Avançado Cartucho; R$ 145.247,00 
7434;Strong Placa-Mãe; R$ 74.253,00 
7435;Max Filtro; R$ 39.637,00 
7436;Portátil Batedeira; R$ 8.702,00 
7437;Max Calculadora; R$ 179.844,00 
7438;Pro Faca; R$ 160.421,00 
7439;Turbo Controle; R$ 43.672,00 
7440;Max Joystick; R$ 6.167,00 
7441;Elegante Mesa; R$ 77.976,00 
7442;Portátil Camera; R$ 182.929,00 
7443;Flex Caneca; R$ 38.998,00 
7444;Compacto Relógio; R$ 79.512,00 
7445;Pro Relógio; R$ 9.443,00 
7446;Moderno Controle; R$ 102.303,00 
7447;Max Cadeira; R$ 137.448,00 
7448;Portátil Hub; R$ 196.662,00 
7449;Strong Calculadora; R$ 46.475,00 
7450;Avançado Roteador; R$ 10.036,00 
7451;Flex Monitor; R$ 47.437,00 
7452;Classic Régua; R$ 126.724,00 
7453;Rústico Camiseta; R$ 166.563,00 
7454;Elegante Monitor; R$ 196.602,00 
7455;Portátil Estojo; R$ 62.724,00 
7456;Max Ferramenta Elétrica; R$ 62.231,00 
7457;Mini Almofada; R$ 116.119,00 
7458;Active Panela; R$ 175.333,00 
7459;Pro Parafuso; R$ 6.556,00 
7460;Ultra Placa-Mãe; R$ 81.059,00 
7461;Flex Liquidificador; R$ 190.948,00 
7462;Econômico Livro; R$ 150.442,00 
7463;Pro Carregador; R$ 156.904,00 
7464;Moderno Caixa; R$ 171.956,00 
7465;Avançado Memória; R$ 15.239,00 
7466;Ultra Livro; R$ 113.125,00 
7467;Max Tela; R$ 126.934,00 
7468;Max Ferramenta; R$ 75.713,00 
7469;Econômico Mochila; R$ 142.085,00 
7470;Classic Controle; R$ 5.092,00 
7471;Eco Caderno; R$ 2.855,00 
7472;Strong Capa; R$ 198.453,00 
7473;Portátil Adaptador; R$ 59.258,00 
7474;Classic Estojo; R$ 123.389,00 
7475;Smart Almofada; R$ 172.823,00 
7476;Flex Controle; R$ 151.391,00 
7477;Mini Memória; R$ 18.371,00 
7478;Active Carregador; R$ 165.986,00 
7479;Pro Parafuso; R$ 53.638,00 
7480;Eco Caneta; R$ 52.897,00 
7481;Econômico Fonte; R$ 42.889,00 
7482;Flex Régua; R$ 152.361,00 
7483;Avançado Batedeira; R$ 126.323,00 
7484;Eco Teclado Mecânico; R$ 10.502,00 
7485;Pro Relógio; R$ 120.609,00 
7486;Moderno Parafuso; R$ 96.921,00 
7487;Max Ferramenta; R$ 179.982,00 
7488;Moderno PenDrive; R$ 12.421,00 
7489;Flex Cartucho; R$ 116.015,00 
7490;Compacto Roteador; R$ 41.806,00 
7491;Classic Cabo; R$ 96.286,00 
7492;Compacto Camiseta; R$ 175.032,00 
7493;Classic Placa-Mãe; R$ 19.333,00 
7494;Econômico Livro; R$ 186.244,00 
7495;Rústico Caderno; R$ 43.498,00 
7496;Portátil Parafuso; R$ 30.629,00 
7497;Compacto Mouse; R$ 118.612,00 
7498;Premium Liquidificador; R$ 101.303,00 
7499;Ultra Livro; R$ 11.771,00 
7500;Ultra Processador; R$ 164.218,00 
7501;Rústico Camera; R$ 119.364,00 
7502;Mini Caneca; R$ 166.904,00 
7503;Ultra Roteador; R$ 8.667,00 
7504;Ultra Memória; R$ 74.131,00 
7505;Classic Panela; R$ 1.014,00 
7506;Active Almofada; R$ 133.461,00 
7507;Elegante Ferramenta Elétrica; R$ 156.171,00 
7508;Compacto Camera; R$ 195.309,00 
7509;Pro Gabinete; R$ 124.524,00 
7510;Premium Tela; R$ 188.076,00 
7511;Econômico Fita; R$ 98.269,00 
7512;Pro Gabinete; R$ 85.449,00 
7513;Flex Caneca; R$ 87.198,00 
7514;Light Cooler; R$ 197.528,00 
7515;Portátil Gabinete; R$ 12.652,00 
7516;Flex Adaptador; R$ 125.799,00 
7517;Econômico Caderno; R$ 77.955,00 
7518;Light Estojo; R$ 737,00 
7519;Flex Régua; R$ 47.878,00 
7520;Strong PenDrive; R$ 62.416,00 
7521;Turbo Monitor; R$ 19.340,00 
7522;Econômico Parafuso; R$ 6.645,00 
7523;Mini Processador; R$ 172.953,00 
7524;Strong Faca; R$ 65.682,00 
7526;Econômico Fone; R$ 54.383,00 
7527;Econômico Ferramenta Elétrica; R$ 84.295,00 
7528;Econômico Estojo; R$ 3.881,00 
7529;Econômico Cartucho; R$ 160.868,00 
7530;Elegante Memória; R$ 153.873,00 
7531;Pro Cadeira; R$ 24.142,00 
7532;Light Fogão; R$ 173.901,00 
7533;Elegante Impressora; R$ 55.204,00 
7534;Turbo Calculadora; R$ 183.571,00 
7535;Flex Agenda; R$ 83.549,00 
7536;Portátil Roteador; R$ 183.185,00 
7537;Rústico Suporte; R$ 98.973,00 
7538;Strong Camiseta; R$ 39.608,00 
7539;Avançado Controle; R$ 2.092,00 
7540;Classic Bateria; R$ 17.653,00 
7541;Smart Fita; R$ 24.383,00 
7542;Premium Cooler; R$ 197.157,00 
7543;Smart Microfone; R$ 5.358,00 
7544;Elegante Tela; R$ 66.808,00 
7545;Mini Fonte; R$ 126.455,00 
7546;Classic Liquidificador; R$ 131.297,00 
7547;Smart Cobertor; R$ 124.851,00 
7548;Rústico Mesa; R$ 115.796,00 
7549;Elegante Caderno; R$ 151.835,00 
7550;Light Roteador; R$ 95.058,00 
7551;Compacto Cadeira; R$ 147.213,00 
7552;Smart Panela; R$ 21.999,00 
7553;Elegante Panela; R$ 76.096,00 
7554;Mini Cadeira; R$ 198.242,00 
7555;Avançado Fita; R$ 177.092,00 
7556;Portátil Joystick; R$ 159.965,00 
7557;Mini PenDrive; R$ 9.915,00 
7558;Compacto Cobertor; R$ 172.924,00 
7559;Light Suporte; R$ 47.371,00 
7560;Avançado Sofá; R$ 58.912,00 
7561;Turbo Caneca; R$ 98.275,00 
7562;Active Filtro; R$ 83.551,00 
7563;Rústico Mesa; R$ 190.875,00 
7564;Active Suporte; R$ 114.012,00 
7565;Active Camiseta; R$ 4.105,00 
7566;Portátil Sofá; R$ 168.264,00 
7567;Elegante Fone; R$ 74.039,00 
7568;Econômico Sofá; R$ 115.002,00 
7569;Max Liquidificador; R$ 108.635,00 
7570;Max Relógio; R$ 41.195,00 
7571;Portátil HD; R$ 79.885,00 
7572;Classic Ferramenta; R$ 180.257,00 
7573;Rústico Panela; R$ 198.019,00 
7574;Ultra Sensor; R$ 178.025,00 
7575;Ultra Tela; R$ 197.416,00 
7576;Pro Cabo; R$ 84.398,00 
7577;Premium Ferramenta; R$ 104.208,00 
7578;Classic Placa-Mãe; R$ 21.929,00 
7579;Pro PenDrive; R$ 16.885,00 
7580;Compacto Fogão; R$ 178.821,00 
7581;Ultra Cadeira; R$ 164.924,00 
7582;Moderno Controle; R$ 43.729,00 
7583;Active Tela; R$ 148.507,00 
7584;Moderno Livro; R$ 410,00 
7585;Mini Fita; R$ 77.307,00 
7586;Pro Fonte; R$ 42.437,00 
7587;Turbo Caneca; R$ 60.227,00 
7588;Elegante Mouse; R$ 126.517,00 
7589;Ultra Carregador; R$ 196.617,00 
7590;Smart HD; R$ 131.216,00 
7591;Elegante Hub; R$ 179.024,00 
7592;Mini Caixa; R$ 98.833,00 
7593;Classic Capa; R$ 25.657,00 
7594;Turbo Mouse; R$ 1.095,00 
7595;Strong Carregador; R$ 116.886,00 
7596;Max Sofá; R$ 7.158,00 
7597;Turbo HD; R$ 23.749,00 
7598;Classic Ferramenta Elétrica; R$ 39.691,00 
7599;Strong HD; R$ 40.691,00 
7600;Avançado Teclado; R$ 126.326,00 
7601;Eco Colher; R$ 194.926,00 
7602;Mini Suporte; R$ 6.281,00 
7603;Pro Hub; R$ 44.477,00 
7604;Mini Parafuso; R$ 158.979,00 
7605;Pro Gabinete; R$ 69.105,00 
7606;Eco Tela; R$ 86.693,00 
7607;Moderno Mouse; R$ 34.971,00 
7608;Compacto Liquidificador; R$ 61.998,00 
7609;Smart Ferramenta; R$ 197.735,00 
7610;Rústico Estojo; R$ 112.338,00 
7611;Pro Bateria; R$ 148.547,00 
7612;Ultra Teclado; R$ 112.544,00 
7613;Flex Almofada; R$ 193.262,00 
7614;Elegante Filtro; R$ 164.121,00 
7615;Active Almofada; R$ 10.813,00 
7616;Portátil Processador; R$ 172.898,00 
7617;Eco Caixa; R$ 60.436,00 
7618;Strong Fita; R$ 119.389,00 
7619;Strong Calculadora; R$ 9.121,00 
7620;Mini Cartucho; R$ 82.654,00 
7621;Smart Faca; R$ 110.497,00 
7622;Turbo Caneca; R$ 140.346,00 
7623;Flex Filtro; R$ 64.879,00 
7624;Eco Teclado; R$ 196.324,00 
7625;Econômico Relógio; R$ 19.905,00 
7626;Light HD; R$ 81.202,00 
7627;Smart Hub; R$ 146.577,00 
7628;Rústico Mochila; R$ 33.015,00 
7629;Rústico Lâmpada; R$ 56.921,00 
7630;Eco Hub; R$ 168.756,00 
7631;Strong Fonte; R$ 178.505,00 
7632;Elegante Calculadora; R$ 127.905,00 
7633;Premium Filtro; R$ 90.368,00 
7634;Active Tela; R$ 158.669,00 
7635;Smart Memória; R$ 190.704,00 
7636;Light Camiseta; R$ 58.196,00 
7637;Light Gabinete; R$ 1.657,00 
7638;Moderno Estojo; R$ 128.218,00 
7639;Premium Sensor; R$ 41.368,00 
7640;Portátil Cadeira; R$ 40.205,00 
7641;Active Placa-Mãe; R$ 2.008,00 
7642;Portátil Sofá; R$ 793,00 
7643;Elegante Gabinete; R$ 102.862,00 
7644;Active Controle; R$ 155.332,00 
7645;Classic Lâmpada; R$ 15.182,00 
7646;Rústico Ferramenta; R$ 79.591,00 
7647;Pro Memória; R$ 153.948,00 
7648;Pro PenDrive; R$ 99.773,00 
7649;Flex Panela; R$ 13.760,00 
7650;Classic Joystick; R$ 125.081,00 
7651;Max Tela; R$ 135.781,00 
7652;Smart Liquidificador; R$ 72.374,00 
7653;Elegante Régua; R$ 14.965,00 
7654;Strong Cobertor; R$ 101.718,00 
7655;Eco Liquidificador; R$ 166.573,00 
7656;Classic Controle; R$ 135.451,00 
7657;Econômico Fogão; R$ 170.173,00 
7658;Ultra Fita; R$ 76.057,00 
7659;Classic Processador; R$ 175.126,00 
7660;Max Camera; R$ 9.047,00 
7661;Ultra Agenda; R$ 13.916,00 
7662;Elegante Camiseta; R$ 38.232,00 
7663;Rústico Monitor; R$ 52.455,00 
7664;Econômico Mesa; R$ 118.187,00 
7665;Avançado Calculadora; R$ 7.026,00 
7666;Smart Parafuso; R$ 158.683,00 
7667;Rústico Cabo; R$ 13.554,00 
7668;Strong Caixa; R$ 106.452,00 
7669;Rústico Caneta; R$ 197.424,00 
7670;Light Caneca; R$ 65.649,00 
7671;Classic Adaptador; R$ 182.372,00 
7672;Strong Lâmpada; R$ 108.195,00 
7673;Light Batedeira; R$ 127.067,00 
7674;Light Controle; R$ 97.071,00 
7675;Eco Gabinete; R$ 158.257,00 
7676;Ultra Camera; R$ 121.943,00 
7677;Eco Estojo; R$ 163.868,00 
7678;Ultra Agenda; R$ 109.093,00 
7679;Premium Faca; R$ 3.875,00 
7680;Max Filtro; R$ 523,00 
7681;Eco Suporte; R$ 90.712,00 
7682;Compacto Sensor; R$ 41.627,00 
7683;Elegante Capa; R$ 16.968,00 
7684;Portátil Camiseta; R$ 10.823,00 
7685;Compacto Fonte; R$ 193.448,00 
7686;Smart Microfone; R$ 158.126,00 
7687;Econômico Caderno; R$ 82.198,00 
7688;Strong Placa; R$ 12.867,00 
7689;Max Batedeira; R$ 6.152,00 
7690;Max Caneta; R$ 71.277,00 
7691;Avançado Placa; R$ 138.534,00 
7692;Max Placa; R$ 91.654,00 
7693;Premium Teclado Mecânico; R$ 10.434,00 
7694;Rústico Ferramenta Elétrica; R$ 189.497,00 
7695;Mini Microfone; R$ 15.989,00 
7696;Turbo Camiseta; R$ 38.179,00 
7697;Active Carregador; R$ 195.022,00 
7698;Pro Impressora; R$ 144.699,00 
7699;Mini Joystick; R$ 7.014,00 
7700;Turbo Parafuso; R$ 130.939,00 
7701;Max Tela; R$ 184.877,00 
7702;Eco Bateria; R$ 3.344,00 
7703;Premium Cabo; R$ 1.193,00 
7704;Classic Gabinete; R$ 14.843,00 
7705;Premium Carregador; R$ 20.645,00 
7706;Rústico Memória; R$ 142.227,00 
7707;Avançado Adaptador; R$ 142.042,00 
7708;Moderno Placa-Mãe; R$ 15.455,00 
7709;Premium Fone; R$ 175.788,00 
7710;Pro Cooler; R$ 97,00 
7711;Active Monitor; R$ 193.683,00 
7712;Moderno HD; R$ 103.183,00 
7713;Mini Carregador; R$ 71.884,00 
7714;Mini Cooler; R$ 145.766,00 
7715;Rústico Tela; R$ 22.277,00 
7716;Mini Filtro; R$ 17.014,00 
7717;Compacto Roteador; R$ 193.115,00 
7718;Premium Ferramenta Elétrica; R$ 27.465,00 
7719;Strong Placa-Mãe; R$ 38.864,00 
7720;Compacto Gabinete; R$ 50.542,00 
7721;Turbo Mouse; R$ 185.085,00 
7722;Classic Cooler; R$ 2.174,00 
7723;Avançado Bateria; R$ 145.164,00 
7724;Eco Régua; R$ 57.242,00 
7725;Elegante Controle; R$ 65.409,00 
7726;Classic Mouse; R$ 64.006,00 
7727;Avançado Placa-Mãe; R$ 176.874,00 
7728;Eco Mesa; R$ 140.093,00 
7729;Eco Teclado; R$ 77.344,00 
7730;Max Monitor; R$ 64.976,00 
7731;Flex Joystick; R$ 72.548,00 
7732;Portátil Caneca; R$ 16.124,00 
7733;Active Batedeira; R$ 54.151,00 
7734;Premium Fone; R$ 187.384,00 
7735;Premium Batedeira; R$ 13.280,00 
7736;Avançado Impressora; R$ 143.443,00 
7737;Active Tela; R$ 138.629,00 
7738;Compacto Fita; R$ 146.842,00 
7739;Rústico Caneta; R$ 113.014,00 
7740;Portátil Livro; R$ 89.367,00 
7741;Mini Cobertor; R$ 13.001,00 
7742;Classic Roteador; R$ 168.148,00 
7743;Smart Sensor; R$ 122.624,00 
7744;Max Camera; R$ 132.437,00 
7745;Mini Sofá; R$ 24.671,00 
7746;Light Régua; R$ 29.557,00 
7747;Turbo Teclado Mecânico; R$ 51.522,00 
7748;Moderno Régua; R$ 99.502,00 
7749;Compacto PenDrive; R$ 86.548,00 
7750;Smart Fogão; R$ 22.581,00 
7751;Turbo Hub; R$ 177.021,00 
7752;Elegante Capa; R$ 61.926,00 
7753;Avançado Teclado Mecânico; R$ 193.919,00 
7754;Flex Tela; R$ 31.931,00 
7755;Econômico Estojo; R$ 150.151,00 
7756;Strong Relógio; R$ 8.038,00 
7757;Premium SSD; R$ 81.541,00 
7758;Turbo HD; R$ 68.886,00 
7759;Strong Placa-Mãe; R$ 151.547,00 
7760;Econômico Caderno; R$ 186.317,00 
7761;Ultra Caixa; R$ 82.559,00 
7762;Econômico Capa; R$ 15.741,00 
7763;Max Cartucho; R$ 25.128,00 
7764;Light Fone; R$ 163.651,00 
7765;Strong Calculadora; R$ 82.879,00 
7766;Mini Roteador; R$ 143.013,00 
7767;Active Impressora; R$ 60.065,00 
7768;Avançado Placa-Mãe; R$ 18.064,00 
7769;Mini Gabinete; R$ 140.687,00 
7770;Avançado Lâmpada; R$ 127.603,00 
7771;Premium Teclado; R$ 868,00 
7772;Moderno Caneta; R$ 13.324,00 
7773;Eco Caneta; R$ 142.066,00 
7774;Mini Placa-Mãe; R$ 4.424,00 
7775;Ultra Batedeira; R$ 13.935,00 
7776;Compacto Placa; R$ 24.951,00 
7777;Max SSD; R$ 91.223,00 
7778;Moderno Placa-Mãe; R$ 165.205,00 
7779;Flex Lâmpada; R$ 67.783,00 
7780;Classic Suporte; R$ 74.051,00 
7781;Pro Impressora; R$ 197.395,00 
7782;Econômico Agenda; R$ 130.282,00 
7783;Classic Cabo; R$ 181.183,00 
7784;Max Teclado Mecânico; R$ 37.758,00 
7785;Avançado Mochila; R$ 109.896,00 
7786;Flex Ferramenta; R$ 129.603,00 
7787;Moderno Fogão; R$ 196.875,00 
7788;Smart Gabinete; R$ 38.836,00 
7789;Light Estojo; R$ 101.235,00 
7790;Mini Gabinete; R$ 20.338,00 
7791;Rústico Joystick; R$ 48.548,00 
7792;Premium Monitor; R$ 56.669,00 
7793;Compacto Caneca; R$ 178.239,00 
7794;Flex Adaptador; R$ 35.455,00 
7795;Avançado Teclado Mecânico; R$ 101.308,00 
7796;Elegante Calculadora; R$ 150.118,00 
7797;Flex Sofá; R$ 53.136,00 
7798;Strong Camiseta; R$ 120.748,00 
7799;Pro Parafuso; R$ 11.629,00 
7800;Premium Placa-Mãe; R$ 196.289,00 
7801;Portátil Monitor; R$ 102.731,00 
7802;Portátil Processador; R$ 199.161,00 
7803;Light Caneca; R$ 146.212,00 
7804;Ultra Faca; R$ 15.585,00 
7805;Classic Mochila; R$ 3.215,00 
7806;Flex Fonte; R$ 146.158,00 
7807;Premium Gabinete; R$ 73.759,00 
7808;Classic Mouse; R$ 123.144,00 
7809;Eco Ferramenta; R$ 180.759,00 
7810;Smart Cabo; R$ 146.016,00 
7811;Turbo Filtro; R$ 5.443,00 
